mep_id,role_id,comm_id,delg_id
60017,180,180,
40084,180,190,
40178,180,190,
40146,180,190,
40192,180,190,
60009,180,190,
60015,180,190,
40090,180,200,
40095,180,200,
40113,180,200,
40132,180,200,
40138,180,200,
40085,180,200,
40086,180,200,
40078,180,200,
40183,180,200,
40198,180,200,
40164,180,200,
40150,180,200,
40144,180,200,
60043,180,200,
80028,180,200,
80033,180,200,
80014,180,200,
80009,180,200,
140074,180,200,
140076,180,200,
60004,180,200,
60030,180,200,
40112,180,210,
40170,180,210,
40215,180,210,
40216,180,210,
60003,180,210,
80002,180,210,
140033,180,210,
10000011,180,210,
10000021,180,210,
10000017,180,210,
60001,180,210,
40094,180,220,
40093,180,220,
40116,180,220,
40109,180,220,
40106,180,220,
40137,180,220,
40087,180,220,
40085,180,220,
40209,180,220,
80002,180,220,
80030,180,220,
80005,180,220,
140007,180,220,
10000015,180,220,
60034,180,220,
60019,180,220,
40191,180,230,
40196,180,230,
60042,180,230,
60044,180,230,
80017,180,230,
10000010,180,230,
140008,180,230,
140089,180,230,
60005,180,230,
60014,180,230,
